RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2173331,11/08/2017,3:00 p.m.,miércoles,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 38  Sur Carrera 40,ZONA CENTRO,Urbana,"(6.16879573, -75.585889779)"
2173331,11/08/2017,3:00 p.m.,miércoles,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 38  Sur Carrera 40,ZONA CENTRO,Urbana,"(6.16879573, -75.585889779)"
2173308,11/07/2017,7:04 a.m.,martes,AUTOMOVIL,DIPLOMATICO,Conductor,Masculino,NO,N/A,HERIDO,Choque,No respetar pelacion de interseccion o giros,Carrera 50 Calle 46 A Sur,LAS VEGAS,Urbana,"(6.16131219, -75.603198185)"
2173352,11/07/2017,9:40 a.m.,martes,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Calle 35  Sur Carrera 42,ZONA CENTRO,Urbana,"(6.17174158, -75.586068572)"
2173376,11/07/2017,5:30 p.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,GLORIETA DE PELDAR,Urbana,"(6.176994311, -75.589841192)"
2173376,11/07/2017,5:30 p.m.,martes,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,GLORIETA DE PELDAR,Urbana,"(6.176994311, -75.589841192)"
2173352,11/07/2017,9:40 a.m.,martes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Calle 35  Sur Carrera 42,ZONA CENTRO,Urbana,"(6.17174158, -75.586068572)"
2173312,11/07/2017,9:40 a.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Diagonal 32 D Transversal 33  Sur,LA MAGNOLIA,Urbana,"(6.174101275, -75.583606066)"
2173312,11/07/2017,9:40 a.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Diagonal 32 D Transversal 33  Sur,LA MAGNOLIA,Urbana,"(6.174101275, -75.583606066)"
2173337,11/07/2017,10:30 a.m.,martes,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Calle 34  Sur Carrera 48,LAS VEGAS,Urbana,
2173345,11/07/2017,7:35 a.m.,martes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 49 Calle 37  Sur,LAS VEGAS,Urbana,
2173345,11/07/2017,7:35 a.m.,martes,BUSETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 49 Calle 37  Sur,LAS VEGAS,Urbana,
2173409,11/07/2017,2:30 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Transitar entre vehiculos,Calle 38  Sur Carrera 45 A,ALCALA,Urbana,"(6.17126287, -75.59030689)"
2173409,11/07/2017,2:30 p.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Transitar entre vehiculos,Calle 38  Sur Carrera 45 A,ALCALA,Urbana,"(6.17126287, -75.59030689)"
2173334,11/07/2017,8:40 a.m.,martes,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 39  Sur,ZONA CENTRO,Urbana,"(6.169011071, -75.589484903)"
2173334,11/07/2017,8:40 a.m.,martes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 39  Sur,ZONA CENTRO,Urbana,"(6.169011071, -75.589484903)"
2173343,11/07/2017,12:30 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 49 D,LAS CASITAS,Urbana,"(6.160795834, -75.600647982)"
2173343,11/07/2017,12:30 p.m.,martes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 49 D,LAS CASITAS,Urbana,"(6.160795834, -75.600647982)"
2173370,11/07/2017,6:20 p.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 40  Sur,LAS VEGAS,Urbana,
2173370,11/07/2017,6:20 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 40  Sur,LAS VEGAS,Urbana,
2173370,11/07/2017,6:20 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 40  Sur,LAS VEGAS,Urbana,
2173336,11/07/2017,4:20 p.m.,martes,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Transitar en contravia,Carrera 32 Calle 39  Sur,MESA,Urbana,"(6.164550253, -75.582438219)"
2173336,11/07/2017,4:20 p.m.,martes,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Transitar en contravia,Carrera 32 Calle 39  Sur,MESA,Urbana,"(6.164550253, -75.582438219)"
2173353,11/07/2017,5:15 p.m.,martes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Dejar/recoger pasajeros sitio no demarca,Tramo 372 Kilometro  17,VEREDA PALMAS,Rural,
2173353,11/07/2017,5:15 p.m.,martes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Dejar/recoger pasajeros sitio no demarca,Tramo 372 Kilometro  17,VEREDA PALMAS,Rural,
2173348,11/07/2017,5:30 a.m.,martes,CAMPERO,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 21  Sur,ZU├æIGA,Urbana,"(6.183599544, -75.579409862)"
2173348,11/07/2017,5:30 a.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 21  Sur,ZU├æIGA,Urbana,"(6.183599544, -75.579409862)"
2173308,11/07/2017,7:04 a.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No respetar pelacion de interseccion o giros,Carrera 50 Calle 46 A Sur,LAS VEGAS,Urbana,"(6.16131219, -75.603198185)"
2173307,11/06/2017,7:00 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Adelantar por la derecha,Carrera 48 Calle 34  Sur,LAS VEGAS,Urbana,"(6.175414344, -75.590782176)"
2173295,11/06/2017,1:50 a.m.,lunes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,HERIDO,Choque,Embriaguez o droga,Carrera 50 Calle 37  Sur,LAS VEGAS,Urbana,
2173295,11/06/2017,1:50 a.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,HERIDO,Choque,Embriaguez o droga,Carrera 50 Calle 37  Sur,LAS VEGAS,Urbana,
2173317,11/06/2017,1:50 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Carrera 42 Calle 40 DD Sur,EL DORADO,Urbana,"(6.166161402, -75.589772893)"
2173317,11/06/2017,1:50 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Carrera 42 Calle 40 DD Sur,EL DORADO,Urbana,"(6.166161402, -75.589772893)"
2173315,11/06/2017,4:40 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 25 A Calle 38 D Sur,EL CHINGU├ì,Urbana,"(6.158679025, -75.566644254)"
2173315,11/06/2017,4:40 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 25 A Calle 38 D Sur,EL CHINGU├ì,Urbana,"(6.158679025, -75.566644254)"
2173303,11/06/2017,9:45 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Calle 49 D Sur Carrera 40 A,LAS FLORES,Urbana,"(6.155814881, -75.600754668)"
2173303,11/06/2017,9:45 p.m.,lunes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Calle 49 D Sur Carrera 40 A,LAS FLORES,Urbana,"(6.155814881, -75.600754668)"
2173309,11/06/2017,3:30 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,Impericia en el manejo,Tramo 372 Kilometro  13,VEREDA PALMAS,Rural,
2173309,11/06/2017,3:30 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,HERIDO,Choque,Impericia en el manejo,Tramo 372 Kilometro  13,VEREDA PALMAS,Rural,
2173290,11/06/2017,2:15 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Caida Ocupante,Impericia en el manejo,Tramo 379 Kilometro  1,EL VALLANO,Rural,
2173328,11/06/2017,4:10 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,HERIDO,Choque,Semaforo en rojo,Carrera 43 A Calle 21  Sur,ZU├æIGA,Urbana,"(6.183599544, -75.579409862)"
2173328,11/06/2017,4:10 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,HERIDO,Choque,Semaforo en rojo,Carrera 43 A Calle 21  Sur,ZU├æIGA,Urbana,"(6.183599544, -75.579409862)"
2173328,11/06/2017,4:10 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,HERIDO,Choque,Semaforo en rojo,Carrera 43 A Calle 21  Sur,ZU├æIGA,Urbana,"(6.183599544, -75.579409862)"
2173291,11/06/2017,8:05 a.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 48 C Sur,LAS CASITAS,Urbana,"(6.162218777, -75.597644457)"
2173291,11/06/2017,8:05 a.m.,lunes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 48 C Sur,LAS CASITAS,Urbana,"(6.162218777, -75.597644457)"
2173307,11/06/2017,7:00 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar por la derecha,Carrera 48 Calle 34  Sur,LAS VEGAS,Urbana,"(6.175414344, -75.590782176)"
2173293,11/05/2017,7:10 p.m.,domingo,MOTOCICLETA,PARTICULAR,Motociclista,Femenino,NO,N/A,HERIDO,Caida Ocupante,Impericia en el manejo,Carrera 50 Calle 32  Sur,LAS VEGAS,Urbana,"(6.178248378, -75.591688281)"
2173304,11/05/2017,10:25 p.m.,domingo,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 37  Sur Diagonal 31,MANUEL URIBE ANGEL,Urbana,"(6.166120684, -75.580740605)"
2173304,11/05/2017,10:25 p.m.,domingo,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 37  Sur Diagonal 31,MANUEL URIBE ANGEL,Urbana,"(6.166120684, -75.580740605)"
2173347,11/05/2017,7:28 a.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2173347,11/05/2017,7:28 a.m.,domingo,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2173311,11/05/2017,5:17 p.m.,domingo,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No respetar prelacion,Carrera 41 Calle 23  Sur,ZU├æIGA,Urbana,
2173311,11/05/2017,5:17 p.m.,domingo,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,HERIDO,Choque,No respetar prelacion,Carrera 41 Calle 23  Sur,ZU├æIGA,Urbana,
2173287,11/05/2017,6:30 a.m.,domingo,AUTOMOVIL,DIPLOMATICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Transversal 34  Sur Diagonal 32 B,LA MAGNOLIA,Urbana,"(6.173239256, -75.582514857)"
2173287,11/05/2017,6:30 a.m.,domingo,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Transversal 34  Sur Diagonal 32 B,LA MAGNOLIA,Urbana,"(6.173239256, -75.582514857)"
2173320,11/05/2017,7:30 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,GLORIETA DE PELDAR,Urbana,"(6.176994311, -75.589841192)"
2173320,11/05/2017,7:30 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,GLORIETA DE PELDAR,Urbana,"(6.176994311, -75.589841192)"
2173294,11/05/2017,4:00 a.m.,domingo,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 43 Calle 33  Sur,LA MAGNOLIA,Urbana,"(6.173540656, -75.585683369)"
2173294,11/05/2017,4:00 a.m.,domingo,MOTOCICLETA,PARTICULAR,Motociclista,Femenino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 43 Calle 33  Sur,LA MAGNOLIA,Urbana,"(6.173540656, -75.585683369)"
2173322,11/04/2017,3:10 p.m.,sábado,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 50 Calle 25  Sur,LAS VEGAS,Urbana,"(6.186515998, -75.585125414)"
2173346,11/04/2017,6:30 p.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Carrera 43 A Calle 25  Sur,AVENIDA EL POBLADO,Urbana,"(6.181616833, -75.581857267)"
2173346,11/04/2017,6:30 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Carrera 43 A Calle 25  Sur,AVENIDA EL POBLADO,Urbana,"(6.181616833, -75.581857267)"
2173305,11/04/2017,5:50 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 37  Sur Carrera 41,ZONA CENTRO,Urbana,"(6.169855492, -75.586196006)"
2173305,11/04/2017,5:50 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 37  Sur Carrera 41,ZONA CENTRO,Urbana,"(6.169855492, -75.586196006)"
2173326,11/04/2017,1:40 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 38 A Sur,LAS VEGAS,Urbana,"(6.172315595, -75.59309025)"
2173326,11/04/2017,1:40 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 38 A Sur,LAS VEGAS,Urbana,"(6.172315595, -75.59309025)"
2173286,11/04/2017,12:15 a.m.,sábado,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Exceso de velocidad,Carrera 43 A Calle 25 A,LAS ORQUIDEAS,Urbana,"(6.181504184, -75.581741498)"
2173318,11/04/2017,2:15 p.m.,sábado,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 25  Sur,LAS ORQUIDEAS,Urbana,"(6.181616833, -75.581857267)"
2173318,11/04/2017,2:15 p.m.,sábado,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 25  Sur,LAS ORQUIDEAS,Urbana,"(6.181616833, -75.581857267)"
2173322,11/04/2017,3:10 p.m.,sábado,BICICLETA,N/A,Ciclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 50 Calle 25  Sur,LAS VEGAS,Urbana,"(6.186515998, -75.585125414)"
2173316,11/04/2017,11:10 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 35 A Sur Carrera 47,EL PORTAL,Urbana,"(6.17414869, -75.590931349)"
2173327,11/04/2017,6:20 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 31  Sur,LAS VEGAS,Urbana,
2173327,11/04/2017,6:20 a.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 31  Sur,LAS VEGAS,Urbana,
2173323,11/04/2017,2:00 p.m.,sábado,AUTOMOVIL,PUBLICO,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Transitar en contravia,Carrera 45 A Calle 32 B Sur,SAN MARCOS,Urbana,"(6.175541449, -75.58781306)"
2173323,11/04/2017,2:00 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Transitar en contravia,Carrera 45 A Calle 32 B Sur,SAN MARCOS,Urbana,"(6.175541449, -75.58781306)"
2173299,11/04/2017,4:05 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 43 A Calle 23  Sur,N/R,Urbana,"(6.182555831, -75.580177931)"
2173299,11/04/2017,4:05 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 43 A Calle 23  Sur,N/R,Urbana,"(6.182555831, -75.580177931)"
2173344,11/04/2017,1:10 p.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 25  Sur,ZU├æIGA,Urbana,"(6.185059174, -75.58329333)"
2173344,11/04/2017,1:10 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 25  Sur,ZU├æIGA,Urbana,"(6.185059174, -75.58329333)"
2173325,11/04/2017,6:00 p.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 49 Calle 25 A Sur,ZU├æIGA,Urbana,"(6.18641241, -75.585062957)"
2173325,11/04/2017,6:00 p.m.,sábado,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 49 Calle 25 A Sur,ZU├æIGA,Urbana,"(6.18641241, -75.585062957)"
2173342,11/04/2017,7:15 p.m.,sábado,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 373 Kilometro  0,VEREDA PALMAS,Rural,
2173342,11/04/2017,7:15 p.m.,sábado,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 373 Kilometro  0,VEREDA PALMAS,Rural,
2173314,11/03/2017,4:50 p.m.,viernes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 373 Kilometro  7,VEREDA PALMAS,Rural,
2173314,11/03/2017,4:50 p.m.,viernes,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 373 Kilometro  7,VEREDA PALMAS,Rural,
2173296,11/03/2017,6:40 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,HERIDO,Atropello,Impericia en el manejo,Carrera 33 Calle 39 B Sur,MESA,Urbana,"(6.164867486, -75.582946666)"
2173292,11/03/2017,7:30 a.m.,viernes,BICICLETA,N/A,Ciclista,Masculino,NO,N/A,HERIDO,Choque,Desobedecer senales,Calle 38 A Sur Carrera 46,ALCALA,Urbana,"(6.171457357, -75.591576633)"
2173292,11/03/2017,7:30 a.m.,viernes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,HERIDO,Choque,Desobedecer senales,Calle 38 A Sur Carrera 46,ALCALA,Urbana,"(6.171457357, -75.591576633)"
2173319,11/03/2017,12:20 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,LAS VEGAS,Urbana,"(6.176994311, -75.589841192)"
2173319,11/03/2017,12:20 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,LAS VEGAS,Urbana,"(6.176994311, -75.589841192)"
2173324,11/03/2017,2:20 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 371 Kilometro  4,VEREDA EL ESCOBERO,Rural,
2173324,11/03/2017,2:20 p.m.,viernes,CAMIONETA,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 371 Kilometro  4,VEREDA EL ESCOBERO,Rural,
2173310,11/03/2017,11:20 a.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,Adelantar cerrando,Carrera 50 Calle 25  Sur,LAS VEGAS,Urbana,"(6.186515998, -75.585125414)"
2173310,11/03/2017,11:20 a.m.,viernes,CAMIONETA,PARTICULAR,Conductor,Femenino,NO,N/A,HERIDO,Choque,Adelantar cerrando,Carrera 50 Calle 25  Sur,LAS VEGAS,Urbana,"(6.186515998, -75.585125414)"
2173306,11/03/2017,8:15 p.m.,viernes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 43  Sur,LAS VEGAS,Urbana,"(6.168335134, -75.597233576)"
2173306,11/03/2017,8:15 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 43  Sur,LAS VEGAS,Urbana,"(6.168335134, -75.597233576)"
2173338,11/03/2017,3:19 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Calle 37  Sur Carrera 42,ZONA CENTRO,Urbana,"(6.17029993, -75.586935484)"
2173338,11/03/2017,3:19 p.m.,viernes,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Calle 37  Sur Carrera 42,ZONA CENTRO,Urbana,"(6.17029993, -75.586935484)"
2173330,11/03/2017,5:00 p.m.,viernes,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2173330,11/03/2017,5:00 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2173288,11/03/2017,6:20 a.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 23  Sur Carrera 27,N/R,Urbana,"(6.176668041, -75.567525633)"
2173288,11/03/2017,6:20 a.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 23  Sur Carrera 27,N/R,Urbana,"(6.176668041, -75.567525633)"
2173284,11/03/2017,10:00 a.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Semaforo en rojo,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2173284,11/03/2017,10:00 a.m.,viernes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Semaforo en rojo,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2173339,11/03/2017,2:50 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 27 Calle 28  Sur,LA INMACULADA,Urbana,"(6.171086787, -75.569080997)"
2173339,11/03/2017,2:50 p.m.,viernes,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 27 Calle 28  Sur,LA INMACULADA,Urbana,"(6.171086787, -75.569080997)"
2173340,11/03/2017,5:40 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 373 Kilometro  8,VEREDA PALMAS,Rural,
